|id|state|city|location|value
147|147|District of Columbia|Washington|20018|559
148|148|District of Columbia|Washington|20017|835
149|149|District of Columbia|Washington|20007|889
150|150|District of Columbia|Washington|20018|544
151|151|District of Columbia|Washington|20017|814
152|152|District of Columbia|Washington|20017|382
153|153|District of Columbia|Washington|20003|176
154|154|District of Columbia|Washington|20002|515
155|155|District of Columbia|Washington|20009|532
156|156|District of Columbia|Washington|20001|547
157|157|District of Columbia|Washington|20012|468
158|158|District of Columbia|Washington|20019|992
159|159|District of Columbia|Washington|20011|308
160|160|District of Columbia|Washington|20011|835
161|161|District of Columbia|Washington|20020|741
162|162|District of Columbia|Washington|20011|854
163|163|District of Columbia|Washington|20003|310
164|164|District of Columbia|Washington|20010|465
165|165|District of Columbia|Washington|20011|767
166|166|District of Columbia|Washington|20016|276
167|167|District of Columbia|Washington|20019|505
168|168|District of Columbia|Washington|20011|317
169|169|District of Columbia|Washington|20002|657
170|170|District of Columbia|Washington|20011|129
171|171|District of Columbia|Washington|20036|458
172|172|District of Columbia|Washington|20001|501
173|173|District of Columbia|Washington|20011|137
174|174|District of Columbia|Washington|20005|992
175|175|District of Columbia|Washington|20018|773
176|176|District of Columbia|Washington|20011|913
177|177|District of Columbia|Washington|20001|450
178|178|District of Columbia|Washington|20018|498
179|179|District of Columbia|Washington|20001|914
180|180|District of Columbia|Washington|20019|373
181|181|District of Columbia|Washington|20003|816
182|182|District of Columbia|Washington|20020|820
183|183|District of Columbia|Washington|20003|644
184|184|District of Columbia|Washington|20001|673
185|185|District of Columbia|Washington|20002|334
186|186|District of Columbia|Washington|20011|913
187|187|District of Columbia|Washington|20016|397
188|188|District of Columbia|Washington|20011|458
189|189|District of Columbia|Washington|20002|540
190|190|District of Columbia|Washington|20019|863
191|191|District of Columbia|Washington|20005|271
192|192|District of Columbia|Washington|20020|230
193|193|District of Columbia|Washington|20015|153
194|194|District of Columbia|Washington|20003|354
195|195|District of Columbia|Washington|20018|852
196|196|Kentucky|Louisville|40219|377
197|197|Kentucky|Louisville|40206|439
198|198|Kentucky|Louisville|40208|975
199|199|Kentucky|Louisville|40214|978
200|200|Kentucky|Louisville|40258|972
201|201|Kentucky|Louisville|40218|551
202|202|Kentucky|Louisville|40216|336
203|203|Kentucky|Louisville|40203|503
204|204|Kentucky|Louisville|40202|946
205|205|Kentucky|Louisville|40220|741
206|206|Kentucky|Louisville|40223|270
207|207|Kentucky|Louisville|40245|432
208|208|Kentucky|Louisville|40223|843
209|209|Kentucky|Louisville|40223|699
210|210|Kentucky|Louisville|40245|523
211|211|Kentucky|Louisville|40242|743
212|212|Kentucky|Louisville|40291|961
213|213|Kentucky|Louisville|40204|255
214|214|Kentucky|Louisville|40291|148
215|215|Kentucky|Lyndon|40222|842
216|216|Kentucky|Hurstbourne Acres|40220|396
217|217|Kentucky|Louisville|40207|914
218|218|Kentucky|Northfield|40222|298
219|219|Kentucky|Louisville|40210|386
220|220|Kentucky|Louisville|40206|451
221|221|Kentucky|Louisville|40211|868
222|222|Kentucky|Louisville|40222|979
223|223|Kentucky|Plantation|40242|844
224|224|Kentucky|Louisville|40211|400
225|225|Kentucky|Louisville|40220|263
226|226|Kentucky|Louisville|40291|140
227|227|Kentucky|Louisville|40272|896
228|228|Kentucky|Louisville|40203|583
229|229|Kentucky|Louisville|40118|297
230|230|Kentucky|Louisville|40209|817
231|231|Kentucky|Louisville|40207|348
232|232|Kentucky|Jeffersontown|40299|380
233|233|Kentucky|Louisville|40208|691
234|234|Kentucky|Louisville|40211|401
235|235|Kentucky|Louisville|40205|664
236|236|Kentucky|Louisville|40204|335
237|237|Kentucky|Louisville|40206|500
238|238|Kentucky|Louisville|40245|717
239|239|Kentucky|Louisville|40291|637
240|240|Kentucky|Louisville|40208|114
241|241|Kentucky|Louisville|40210|715
242|242|Kentucky|Louisville|40211|605
243|243|Kentucky|Louisville|40219|955
244|244|Kentucky|Louisville|40241|927
245|245|Kentucky|Louisville|40219|286
246|246|Kentucky|Louisville|40211|638
247|247|Kentucky|Louisville|40202|724
248|248|Kentucky|Louisville|40118|132
249|249|Kentucky|Louisville|40299|298
250|250|Kentucky|Jeffersontown|40299|708
251|251|Kentucky|Louisville|40203|712
252|252|Kentucky|Louisville|40213|454
253|253|Kentucky|Louisville|40220|789
254|254|Kentucky|Louisville|40241|255
255|255|Kentucky|Louisville|40211|552
256|256|Kentucky|Louisville|40241|240
257|257|Kentucky|Louisville|40218|513
258|258|Kentucky|Louisville|40214|152
259|259|Kentucky|Louisville|40245|327
260|260|Kentucky|Prospect|40059|839
261|261|Kentucky|Louisville|40245|712
262|262|Kentucky|Louisville|40243|859
263|263|Kentucky|Louisville|40291|313
264|264|Kentucky|Louisville|40299|511
265|265|Kentucky|Louisville|40223|968
266|266|Kentucky|Louisville|40118|949
267|267|Kentucky|Louisville|40241|266
268|268|Kentucky|Prospect|40059|454
269|269|Kentucky|Louisville|40204|791
270|270|Kentucky|Louisville|40229|541
271|271|Kentucky|Louisville|40228|913
272|272|Kentucky|Louisville|40242|815
273|273|Kentucky|Louisville|40213|494
274|274|Kentucky|Saint Matthews|40207|209
275|275|Kentucky|Lyndon|40242|441
276|276|Kentucky|Louisville|40272|941
277|277|Kentucky|Louisville|40118|811
278|278|Kentucky|Louisville|40203|603
279|279|Kentucky|Louisville|40220|816
280|280|Kentucky|Louisville|40299|462
281|281|Kentucky|Louisville|40272|348
282|282|Kentucky|Louisville|40204|361
283|283|Kentucky|Louisville|40208|475
284|284|Kentucky|Louisville|40245|183
285|285|Kentucky|Louisville|40213|731
286|286|Kentucky|Louisville|40211|892
287|287|Kentucky|Louisville|40299|473
288|288|Kentucky|Louisville|40272|878
289|289|Kentucky|Louisville|40207|977
290|290|Kentucky|Louisville|40216|245
291|291|Kentucky|Louisville|40212|787
292|292|Kentucky|Louisville|40272|166
293|293|Kentucky|Louisville|40205|377
294|294|Kentucky|Louisville|40219|725
295|295|Kentucky|Louisville|40214|884
296|296|Kentucky|Louisville|40202|371
297|297|Kentucky|Louisville|40208|775
298|298|Kentucky|Louisville|40245|925
299|299|Kentucky|Louisville|40243|770
300|300|Kentucky|Louisville|40210|170
301|301|Kentucky|Louisville|40299|881
302|302|Kentucky|Louisville|40245|188
303|303|Kentucky|Louisville|40216|628
304|304|Kentucky|Louisville|40218|384
305|305|Kentucky|Lyndon|40222|120
306|306|Kentucky|Louisville|40272|469
307|307|Kentucky|Louisville|40241|820
308|308|Kentucky|Louisville|40210|955
309|309|Kentucky|Louisville|40219|489
310|310|Kentucky|Louisville|40272|897
311|311|Kentucky|Prospect|40059|572
312|312|Kentucky|Louisville|40258|126
313|313|Kentucky|Louisville|40212|973
314|314|Kentucky|Louisville|40229|829
315|315|Kentucky|Louisville|40204|648
316|316|Kentucky|Louisville|40204|275
317|317|Kentucky|Louisville|40222|748
318|318|Kentucky|Louisville|40222|722
319|319|Kentucky|Louisville|40207|205
320|320|Kentucky|Louisville|40203|657
321|321|Kentucky|Louisville|40203|495
322|322|Kentucky|Louisville|40210|518
323|323|Kentucky|Louisville|40216|998
324|324|Kentucky|Louisville|40212|350
325|325|Kentucky|Louisville|40205|342
326|326|Kentucky|Louisville|40291|656
327|327|Kentucky|Louisville|40272|219
328|328|Kentucky|Louisville|40202|437
329|329|Kentucky|Louisville|40272|501
330|330|Kentucky|Louisville|40203|890
331|331|Kentucky|Louisville|40213|462
332|332|Kentucky|Louisville|40211|640
333|333|Kentucky|Louisville|40241|836
334|334|Kentucky|Louisville|40214|737
335|335|Kentucky|Louisville|40203|952
336|336|Kentucky|Louisville|40291|906
337|337|Kentucky|Louisville|40118|508
338|338|Kentucky|Louisville|40207|187
339|339|Kentucky|Louisville|40245|911
340|340|Kentucky|Louisville|40219|233
341|341|Kentucky|Louisville|40243|635
342|342|Kentucky|Louisville|40212|325
343|343|Kentucky|Louisville|40258|324
344|344|Kentucky|Louisville|40211|382
345|345|Kentucky|Louisville|40207|530
346|346|Kentucky|Louisville|40207|465
347|347|Kentucky|Louisville|40229|982
348|348|Kentucky|Louisville|40228|974
349|349|Kentucky|Louisville|40272|515
350|350|Kentucky|Louisville|40299|750
351|351|Kentucky|Louisville|40299|406
352|352|Kentucky|Louisville|40223|992
353|353|Kentucky|Louisville|40204|702
354|354|Kentucky|Louisville|40217|631
355|355|Kentucky|Jeffersontown|40299|585
356|356|Kentucky|Louisville|40291|783
357|357|Kentucky|Louisville|40217|836
358|358|Kentucky|Louisville|40272|166
359|359|Kentucky|Louisville|40118|670
360|360|Kentucky|Louisville|40223|466
361|361|Kentucky|Louisville|40223|864
362|362|Kentucky|Louisville|40241|469
363|363|Kentucky|Louisville|40299|200
364|364|Kentucky|Louisville|40206|689
365|365|Kentucky|Louisville|40204|180
366|366|Kentucky|Louisville|40210|520
367|367|Kentucky|Louisville|40205|358
368|368|Kentucky|Louisville|40272|153
369|369|Kentucky|Saint Matthews|40207|917
370|370|Kentucky|Louisville|40206|394
371|371|Kentucky|Louisville|40216|959
372|372|Kentucky|Louisville|40204|633
373|373|Kentucky|Louisville|40219|760
374|374|Kentucky|Louisville|40243|576
375|375|Kentucky|Louisville|40291|519
376|376|Kentucky|Louisville|40299|174
377|377|Kentucky|Louisville|40208|676
378|378|Kentucky|Louisville|40222|504
379|379|Kentucky|Louisville|40204|697
380|380|Kentucky|Louisville|40215|583
381|381|Kentucky|Louisville|40291|747
382|382|Kentucky|Louisville|40202|300
383|383|Kentucky|Louisville|40299|901
384|384|Kentucky|Prospect|40059|351
385|385|Kentucky|Louisville|40206|340
386|386|California|Grass Valley|95945|199
387|387|California|Vallejo|94591|256
388|388|California|Salinas|93908|654
389|389|California|O'Neals|93645|854
390|390|California|Foresthill|95631|623
391|391|California|Santa Cruz|95060|114
392|392|California|Union City|94587|725
393|393|California|Bakersfield|93311|800
394|394|California|Castro Valley|94546|833
395|395|California|Carson|90810|296
396|396|California|Castro Valley|94546|448
397|397|California|Fremont|94536|168
398|398|California|Rancho Cordova|95670|410
399|399|California|Salinas|93906|212
400|400|California|Oakland|94601|919
401|401|California|Berkeley|94709|178
402|402|California|Hayward|94544|750
403|403|California|Livermore|94551|966
404|404|California|Fremont|94555|695
405|405|California|Baldwin Park|91706|249
406|406|California|Davis|95616|383
407|407|California|Woodland|95776|941
408|408|California|Fremont|94536|406
409|409|California|Fremont|94536|330
410|410|California|Pleasanton|94588|849
411|411|California|Hesperia|92344|357
412|412|California|San Lorenzo|94580|824
413|413|California|Orange|92869|601
414|414|California|Oakland|94608|223
415|415|California|Oakland|94621|191
416|416|California|Fremont|94555|662
417|417|California|Olivehurst|95961|289
418|418|California|Oakland|94605|557
419|419|California|Aptos|95003|817
420|420|California|Oakland|94605|186
421|421|California|San Leandro|94577|438
422|422|California|Castro Valley|94546|583
423|423|California|Concord|94519|369
424|424|California|Oakland|94605|569
425|425|California|Oakland|94621|317
426|426|California|Cupertino|95014|530
427|427|California|Livermore|94550|882
428|428|California|Mountain View|94043|335
429|429|California|Chico|95928|973
430|430|California|Bakersfield|93305|555
431|431|California|Fremont|94538|823
432|432|California|Hayward|94541|483
433|433|California|San Diego|92103|314
434|434|California|Oakland|94621|165
435|435|California|Pleasanton|94588|690
436|436|California|Mountain View|94043|823
437|437|California|Hayward|94541|124
438|438|California|West Sacramento|95605|683
439|439|California|Hayward|94541|903
440|440|California|Oakland|94601|486
441|441|California|Mammoth Lakes|93546|910
442|442|California|Hayward|94545|911
443|443|California|San Leandro|94578|333
444|444|California|Twentynine Palms|92277|577
445|445|California|Hayward|94545|119
446|446|California|Hayward|94541|358
447|447|California|Oakland|94601|731
448|448|California|Sacramento|95824|969
449|449|California|Fremont|94536|959
450|450|California|Hayward|94544|506
451|451|California|Grass Valley|95949|117
452|452|California|Blue Lake|95525|563
453|453|California|Berkeley|94710|270
454|454|California|Fremont|94555|619
455|455|California|Berkeley|94708|116
456|456|California|Oakland|94610|574
457|457|California|Fremont|94536|844
458|458|California|Oakland|94605|280
459|459|California|Livermore|94551|756
460|460|California|Castro Valley|94552|872
461|461|California|Castro Valley|94546|881
462|462|California|Oakland|94609|278
463|463|California|Cupertino|95014|851
464|464|California|Redlands|92373|785
465|465|California|Carson|90810|923
466|466|California|Hayward|94544|212
467|467|California|San Leandro|94577|878
468|468|California|Hayward|94544|649
469|469|California|Union City|94587|272
470|470|California|San Lorenzo|94580|604
471|471|California|Santa Rosa|95409|336
472|472|California|Berkeley|94704|139
473|473|California|Santa Cruz|95062|592
474|474|California|Mountain View|94040|542
475|475|California|Orange|92868|934
476|476|California|Castro Valley|94552|357
477|477|California|Escondido|92027|481
478|478|California|Carlsbad|92008|213
479|479|California|Hayward|94541|957
480|480|California|Union City|94587|415
481|481|California|Concord|94521|739
482|482|California|Hayward|94542|747
483|483|California|Pleasanton|94588|796
484|484|California|Hayward|94542|343
485|485|California|Madera|93638|932
486|486|California|Hayward|94541|652
487|487|California|Bakersfield|93313|941
488|488|California|Fresno|93722|466
489|489|California|Berkeley|94702|391
490|490|California|El Cerrito|94530|816
491|491|California|Oakland|94618|408
492|492|California|Union City|94587|598
493|493|California|Sacramento|95815|901
494|494|California|Fremont|94536|650
495|495|California|Rancho Palos Verdes|90275|630
496|496|California|Fremont|94536|198
497|497|California|Carson|90746|128
498|498|California|Livermore|94550|910
499|499|California|Fremont|94539|926
500|500|California|Livermore|94550|740
501|501|California|Oakland|94610|452
502|502|California|Hayward|94544|715
503|503|California|Eureka|95501|175
504|504|California|Newark|94560|914
505|505|California|Castro Valley|94546|626
506|506|California|Livermore|94550|962
507|507|California|Hayward|94541|451
508|508|California|Pleasanton|94566|999
509|509|California|McKinleyville|95519|665
510|510|California|Berkeley|94707|268
511|511|California|Sacramento|95820|707
512|512|California|San Leandro|94577|543
513|513|California|Piedmont|94610|768
514|514|California|Magalia|95954|717
515|515|California|Berkeley|94704|805
516|516|California|Pleasanton|94566|446
517|517|California|Selma|93662|873
518|518|California|Pleasanton|94566|457
519|519|California|Newark|94560|420
520|520|California|Morro Bay|93442|957
521|521|California|Berkeley|94709|449
522|522|California|Mountain View|94040|469
523|523|California|Fremont|94538|664
524|524|California|Dublin|94568|800
525|525|California|Fremont|94538|107
526|526|California|Alameda|94501|476
527|527|California|Mountain View|94043|746
528|528|California|Cupertino|95014|558
529|529|California|Elk Grove|95757|260
530|530|California|Piedmont|94611|199
531|531|California|Tahoe City|96145|464
532|532|California|Berkeley|94708|452
533|533|California|Mountain View|94043|191
534|534|California|Vacaville|95688|333
535|535|California|Hayward|94541|750
536|536|California|Fremont|94536|125
537|537|California|Jackson|95642|565
538|538|California|Oroville|95966|732
539|539|California|Roseville|95678|838
540|540|California|San Leandro|94577|903
541|541|California|Mammoth Lakes|93546|166
542|542|California|Castro Valley|94546|690
543|543|California|Oakland|94611|395
544|544|California|Fremont|94536|447
545|545|California|Alameda|94501|830
546|546|California|Fortuna|95540|995
547|547|California|Livermore|94551|891
548|548|California|Oakland|94611|698
549|549|California|Truckee|96161|139
550|550|California|Escondido|92027|268
551|551|California|Livermore|94551|222
552|552|California|Oroville|95966|566
553|553|California|San Leandro|94579|560
554|554|California|Alameda|94502|424
555|555|California|Fremont|94538|522
556|556|California|Fremont|94536|269
557|557|California|Orange|92867|932
558|558|California|Soda Springs|95728|882
559|559|California|Fremont|94536|112
560|560|California|Berkeley|94702|937
561|561|California|Berkeley|94710|207
562|562|California|Fresno|93737|655
563|563|California|Hayward|94545|720
564|564|California|King City|93930|862
565|565|California|Alameda|94502|901
566|566|California|Oakland|94602|775
567|567|California|Union City|94587|684
568|568|California|Oakland|94611|296
569|569|California|San Leandro|94578|976
570|570|California|Pioneer|95666|719
571|571|California|Bakersfield|93304|670
572|572|California|Oakland|94619|287
573|573|California|Dublin|94568|239
574|574|California|Hayward|94544|809
575|575|California|Ione|95640|338
576|576|California|Fremont|94539|671
577|577|California|Castro Valley|94552|404
578|578|California|Linda|95901|151
579|579|California|Suisun City|94585|845
580|580|California|Atascadero|93422|409
581|581|California|Union City|94587|556
582|582|California|Marysville|95901|518
583|583|California|San Leandro|94579|989
584|584|California|Oakland|94602|775
585|585|California|Fremont|94538|447
586|586|California|Roseville|95747|224
587|587|California|Fairfield|94534|947
588|588|California|Livermore|94550|845
589|589|California|Santa Clara|95051|298
590|590|California|Cupertino|95014|715
591|591|California|Hayward|94545|461
592|592|California|Berkeley|94710|391
593|593|California|Hayward|94545|103
594|594|California|Oakland|94619|761
595|595|California|Livermore|94550|674
596|596|California|Los Angeles|90066|663
597|597|California|Fremont|94536|174
598|598|California|Fremont|94538|324
599|599|California|Union City|94587|132
600|600|California|Santa Rosa|95404|681
601|601|California|Union City|94587|639
602|602|California|Capitola|95010|481
603|603|California|Castro Valley|94552|471
604|604|California|Berkeley|94707|365
605|605|California|Berkeley|94702|467
606|606|California|Livermore|94550|415
607|607|California|Fremont|94536|133
608|608|California|Oakland|94607|426
609|609|California|Fremont|94536|826
610|610|California|San Leandro|94578|308
611|611|California|Smartsville|95977|294
612|612|California|Newark|94560|576
613|613|California|Cupertino|95014|416
614|614|California|Orange|92867|916
615|615|California|Fremont|94536|470
616|616|California|Fremont|94539|745
617|617|California|Oakland|94611|713
618|618|California|San Gabriel|91775|733
619|619|California|Berkeley|94709|455
620|620|California|Berkeley|94702|712
621|621|California|Paso Robles|93446|411
622|622|California|Gardena|90248|654
623|623|California|San Leandro|94578|733
624|624|California|Oakland|94609|684
625|625|California|Berkeley|94702|567
626|626|California|nan|95076|312
627|627|California|Soquel|95073|235
628|628|California|Berkeley|94709|629
629|629|California|Woodland|95695|248
630|630|California|Oakland|94609|568
631|631|California|San Leandro|94577|983
632|632|California|Monte Rio|95462|581
633|633|California|Fremont|94539|652
634|634|California|Eureka|95503|500
635|635|California|Castro Valley|94552|190
636|636|California|Oakland|94610|467
637|637|California|Concord|94519|426
638|638|California|San Leandro|94579|355
639|639|California|Oakland|94611|550
640|640|California|Alameda|94501|213
641|641|California|Berkeley|94705|237
642|642|California|Lincoln|95648|647
643|643|California|Dublin|94568|909
644|644|California|Bakersfield|93313|806
645|645|California|Livermore|94550|518
646|646|California|Sebastopol|95472|466
647|647|California|Hayward|94541|921
648|648|California|Vacaville|95687|333
649|649|California|San Jose|95132|144
650|650|California|Fremont|94536|409
651|651|California|Berkeley|94705|385
652|652|California|Hayward|94544|338
653|653|California|Chico|95928|582
654|654|California|Union City|94587|628
655|655|California|Hanford|93230|416
656|656|California|Fremont|94538|860
657|657|California|Berkeley|94705|476
658|658|California|Berkeley|94709|786
659|659|California|Yucaipa|92399|294
660|660|California|Berkeley|94708|729
661|661|California|Fremont|94539|621
662|662|California|Wheatland|95692|768
663|663|California|Hanford|93230|614
664|664|California|Fremont|94538|383
665|665|California|Fremont|94538|170
666|666|California|Cupertino|95014|729
667|667|California|Redding|96002|157
668|668|California|Pleasanton|94588|698
669|669|California|San Leandro|94579|145
670|670|California|Berkeley|94703|536
671|671|California|Hayward|94545|297
672|672|California|Oakland|94605|440
673|673|California|Oakland|94606|935
674|674|California|San Leandro|94578|837
675|675|California|San Luis Obispo|93405|801
676|676|California|Oakhurst|93644|334
677|677|California|Oakland|94605|795
678|678|California|Hayward|94544|566
679|679|California|Oakland|94603|216
680|680|California|Redding|96003|362
681|681|California|Antioch|94509|989
682|682|California|South Lake Tahoe|96150|314
683|683|California|Hayward|94544|794
684|684|California|Livermore|94550|751
685|685|California|Castaic|91384|802
686|686|California|Redding|96001|926
687|687|California|Whitmore|96096|817
688|688|California|Carson|90745|243
689|689|California|West Sacramento|95691|434
690|690|California|Fremont|94536|743
691|691|California|Alameda|94502|184
692|692|California|Orange|92868|450
693|693|California|Tollhouse|93667|150
694|694|California|Oakland|94621|512
695|695|California|Oakland|94601|965
696|696|California|Sutter Creek|95685|202
697|697|California|San Diego|92111|549
698|698|California|Fremont|94536|139
699|699|California|Oakland|94602|487
700|700|California|Union City|94587|575
701|701|California|Madera|93638|530
702|702|California|Berkeley|94709|134
703|703|California|Pismo Beach|93449|230
704|704|California|Union City|94587|869
705|705|California|San Leandro|94578|940
706|706|California|Piedmont|94610|649
707|707|California|Oakland|94605|228
708|708|California|Berkeley|94702|683
709|709|California|Sutter Creek|95685|920
710|710|California|Union City|94587|183
711|711|California|Union City|94587|950
712|712|California|Fremont|94555|706
713|713|California|Rohnert Park|94928|470
714|714|California|Selma|93662|900
715|715|California|Mammoth Lakes|93546|347
716|716|California|San Jose|95127|424
717|717|California|Mammoth Lakes|93546|110
718|718|Connecticut|Manchester|06040|207
719|719|Connecticut|Manchester|06040|189
720|720|Connecticut|Manchester|06042|906
721|721|Connecticut|Manchester|06042|736
722|722|Connecticut|Manchester|06040|562
723|723|Connecticut|Manchester|06040|860
724|724|Connecticut|Manchester|06040|773
725|725|Connecticut|Manchester|06042|410
726|726|Connecticut|Manchester|06040|718
727|727|Connecticut|Manchester|06042|927
728|728|Connecticut|Manchester|06040|961
729|729|Connecticut|Manchester|06040|909
730|730|Connecticut|Manchester|06042|589
731|731|Connecticut|Manchester|06042|727
732|732|Connecticut|Manchester|06040|955
733|733|Connecticut|Manchester|06042|135
734|734|Connecticut|Manchester|06040|682
735|735|Connecticut|Manchester|06042|502
736|736|Connecticut|Manchester|06040|912
737|737|Connecticut|Manchester|06040|212
738|738|Connecticut|Manchester|06040|898
739|739|Connecticut|Groton|06340|551
740|740|Connecticut|Manchester|06040|350
741|741|Connecticut|Manchester|06040|452
742|742|Connecticut|Manchester|06040|131
743|743|Connecticut|Manchester|06040|815
744|744|Connecticut|Manchester|06040|419
745|745|Connecticut|Manchester|06040|512
746|746|Connecticut|Manchester|06040|894
747|747|Connecticut|Manchester|06040|241
748|748|Connecticut|Manchester|06040|700
749|749|Connecticut|Manchester|06040|892
750|750|Connecticut|Manchester|06040|567
751|751|Connecticut|Manchester|06040|614
752|752|Connecticut|Manchester|06040|649
753|753|Connecticut|Manchester|06040|531
